#reassigned_contig	top_hit_contig	second_hit_contig	best_match_coverage	max_match_coverage	reassignment	new_name
CMU000225F	CMU000019F	CMU000031F	2.58	6.00	KEEP	000448F
CMU000483F	CMU000018F	CMU000012F	11.80	29.13	KEEP	000449F
CMU000493F	-	-	-	-	KEEP	000450F
CMU000504F	-	-	-	-	KEEP	000451F
CMU000470F	CMU001182F	CMU001194F	65.51	86.59	KEEP	000452F
CMU000496F	CMU001234F	CMU000019F	14.80	15.85	KEEP	000453F
CMU000503F	-	-	-	-	KEEP	000454F
CMU000517F	CMU000012F	CMU000055F	19.42	42.94	KEEP	000455F
CMU000524F	CMU000019F	CMU000027F	2.51	4.42	KEEP	000456F
CMU000488F	-	-	-	-	KEEP	000457F
CMU000534F	-	-	-	-	KEEP	000458F
CMU000502F	-	-	-	-	KEEP	000459F
CMU000486F	CMU000012F	CMU000002F	46.95	104.90	KEEP	000460F
CMU000484F	CMU000014F	CMU000012F	20.46	50.30	KEEP	000461F
CMU000476F	-	-	-	-	KEEP	000462F
CMU000481F	CMU000116F	CMU000019F	41.56	53.88	KEEP	000463F
CMU000512F	-	-	-	-	KEEP	000464F
CMU000494F	-	-	-	-	KEEP	000465F
CMU000510F	-	-	-	-	KEEP	000466F
CMU000497F	-	-	-	-	KEEP	000467F
CMU000526F	CMU000703F	CMU000061F	18.34	20.15	KEEP	000468F
CMU000472F	-	-	-	-	KEEP	000469F
CMU000487F	CMU000012F	CMU000018F	20.60	92.61	KEEP	000470F
CMU000508F	-	-	-	-	KEEP	000471F
CMU000507F	CMU000012F	CMU000018F	9.86	26.31	KEEP	000472F
CMU000500F	-	-	-	-	KEEP	000473F
CMU000445F	CMU000019F	CMU000597F	24.27	66.00	KEEP	000474F
CMU000505F	-	-	-	-	KEEP	000475F
CMU000515F	-	-	-	-	KEEP	000476F
CMU000498F	-	-	-	-	KEEP	000477F
CMU000520F	-	-	-	-	KEEP	000478F
CMU000501F	CMU000012F	CMU000010F	24.67	50.04	KEEP	000479F
CMU000521F	-	-	-	-	KEEP	000480F
CMU000531F	CMU000019F	CMU000027F	6.62	10.10	KEEP	000481F
CMU000530F	CMU000165F	CMU000019F	18.76	81.91	KEEP	000482F
CMU000533F	CMU000019F	CMU000100F	34.26	161.13	KEEP	000483F
CMU000499F	CMU000012F	CMU000014F	34.43	68.45	KEEP	000485F
CMU000491F	CMU000092F	CMU000059F	43.09	44.27	KEEP	000486F
CMU000518F	CMU000272F	CMU000743F	33.04	425.46	KEEP	000487F
CMU000519F	CMU000194F	CMU000019F	9.77	11.05	KEEP	000488F
CMU000527F	-	-	-	-	KEEP	000489F
CMU000537F	CMU000056F	CMU000019F	28.30	46.64	KEEP	000490F
CMU000570F	CMU000368F	CMU000012F	20.11	34.80	KEEP	000491F
CMU000561F	CMU000012F	CMU000014F	27.35	73.51	KEEP	000492F
CMU000536F	-	-	-	-	KEEP	000493F
CMU000554F	CMU000015F	CMU001644F	3.43	5.28	KEEP	000494F
CMU000511F	-	-	-	-	KEEP	000495F
CMU000552F	-	-	-	-	KEEP	000496F
CMU000525F	-	-	-	-	KEEP	000497F
CMU000460F	-	-	-	-	KEEP	000498F
CMU000557F	CMU000066F	CMU000021F	38.62	39.65	KEEP	000499F
CMU000566F	-	-	-	-	KEEP	000500F
CMU000549F	CMU000204F	CMU000146F	25.73	25.98	KEEP	000501F
CMU000412F	CMU000375F	CMU000023F	65.01	101.23	KEEP	000502F
CMU000545F	-	-	-	-	KEEP	000503F
CMU000565F	CMU000019F	CMU000116F	2.72	7.37	KEEP	000504F
CMU000539F	-	-	-	-	KEEP	000505F
CMU000568F	CMU000267F	CMU000092F	15.93	50.37	KEEP	000506F
CMU000550F	CMU000361F	CMU001009F	64.41	66.77	KEEP	000507F
CMU000555F	-	-	-	-	KEEP	000508F
CMU000654F	CMU000018F	CMU000012F	21.47	59.78	KEEP	000509F
CMU000529F	CMU001203F	CMU000016F	19.15	20.83	KEEP	000510F
CMU000574F	CMU000971F	CMU000410F	43.71	55.86	KEEP	000511F
CMU000541F	-	-	-	-	KEEP	000512F
CMU000582F	CMU000030F	CMU000018F	3.11	8.47	KEEP	000513F
CMU000575F	-	-	-	-	KEEP	000514F
CMU000602F	CMU001037F	CMU000374F	36.85	37.13	KEEP	000515F
CMU000563F	CMU000194F	CMU000079F	60.65	70.80	KEEP	000516F
CMU000542F	-	-	-	-	KEEP	000517F
CMU000585F	CMU000019F	CMU000037F	3.95	7.85	KEEP	000518F
CMU000559F	CMU000627F	CMU000019F	17.60	20.73	KEEP	000519F
CMU000528F	CMU000303F	CMU000012F	42.54	72.10	KEEP	000520F
CMU000562F	-	-	-	-	KEEP	000521F
CMU000599F	CMU001101F	CMU001349F	14.59	15.21	KEEP	000522F
CMU000580F	-	-	-	-	KEEP	000523F
CMU000572F	-	-	-	-	KEEP	000524F
CMU000594F	-	-	-	-	KEEP	000525F
CMU000523F	-	-	-	-	KEEP	000526F
CMU000551F	CMU000012F	CMU000014F	38.04	97.37	KEEP	000527F
CMU000567F	-	-	-	-	KEEP	000528F
CMU000543F	-	-	-	-	KEEP	000529F
CMU000553F	-	-	-	-	KEEP	000530F
CMU000564F	-	-	-	-	KEEP	000531F
CMU000560F	-	-	-	-	KEEP	000532F
CMU000586F	CMU000015F	CMU001727F	21.37	28.41	KEEP	000533F
CMU000579F	CMU000757F	CMU000859F	48.66	51.40	KEEP	000534F
CMU000578F	CMU000727F	CMU000019F	54.18	56.45	KEEP	000535F
CMU000666F	CMU000901F	CMU000124F	27.57	28.13	KEEP	000536F
CMU000234F	CMU000000F	CMU000002F	3.59	7.37	KEEP	000537F
CMU000577F	CMU000010F	CMU000000F	7.89	40.76	KEEP	000538F
CMU000587F	CMU000382F	CMU000044F	67.90	89.99	KEEP	000539F
CMU000548F	CMU000349F	CMU000736F	65.35	265.73	KEEP	000540F
CMU000538F	-	-	-	-	KEEP	000541F
CMU000595F	CMU000012F	CMU000018F	34.00	82.71	KEEP	000542F
CMU000556F	-	-	-	-	KEEP	000543F
CMU000598F	CMU001878F	CMU000070F	16.19	34.71	KEEP	000544F
CMU000584F	-	-	-	-	KEEP	000545F
CMU000596F	-	-	-	-	KEEP	000546F
CMU000532F	-	-	-	-	KEEP	000547F
CMU000569F	CMU001005F	CMU000314F	31.65	32.51	KEEP	000548F
CMU000590F	CMU000277F	CMU000091F	5.97	7.37	KEEP	000549F
CMU000618F	CMU001290F	CMU000012F	38.33	42.47	KEEP	000550F
CMU000588F	CMU000012F	CMU000199F	13.95	23.20	KEEP	000551F
CMU000609F	-	-	-	-	KEEP	000552F
CMU000620F	CMU000142F	CMU000019F	53.64	57.18	KEEP	000553F
CMU000589F	CMU000000F	CMU000002F	1.80	7.18	KEEP	000554F
CMU000608F	CMU000226F	CMU000901F	47.75	55.80	KEEP	000555F
CMU000404F	CMU000397F	CMU000014F	37.63	98.08	KEEP	000556F
CMU000622F	CMU000714F	CMU000019F	59.88	93.27	KEEP	000557F
CMU000571F	CMU000627F	CMU000019F	15.16	40.90	KEEP	000558F
CMU000601F	CMU002065F	CMU000002F	15.54	32.90	KEEP	000559F
CMU000613F	-	-	-	-	KEEP	000560F
CMU000576F	CMU000012F	CMU000055F	39.47	67.70	KEEP	000561F
CMU000610F	CMU000313F	CMU000019F	41.83	130.63	KEEP	000562F
CMU000623F	CMU000010F	CMU000055F	16.86	87.28	KEEP	000563F
CMU000641F	CMU000660F	CMU000092F	43.12	48.53	KEEP	000564F
CMU000649F	-	-	-	-	KEEP	000565F
CMU000642F	-	-	-	-	KEEP	000566F
CMU000656F	CMU000019F	CMU000031F	0.77	1.65	KEEP	000567F
CMU000616F	CMU001321F	CMU000205F	36.87	37.14	KEEP	000568F
CMU000667F	CMU000055F	CMU000014F	13.31	28.23	KEEP	000569F
CMU000614F	-	-	-	-	KEEP	000570F
CMU000681F	-	-	-	-	KEEP	000571F
CMU000628F	CMU000282F	CMU000838F	36.40	36.71	KEEP	000572F
CMU000626F	CMU000420F	CMU000748F	18.83	87.29	KEEP	000573F
CMU000615F	CMU000143F	CMU000017F	48.52	89.52	KEEP	000574F
CMU000604F	-	-	-	-	KEEP	000575F
CMU000633F	CMU000034F	CMU000000F	6.15	16.23	KEEP	000576F
CMU000606F	CMU000024F	CMU000012F	37.34	103.41	KEEP	000577F
CMU000639F	CMU000019F	CMU000037F	0.44	1.15	KEEP	000578F
CMU000607F	CMU000019F	CMU001033F	20.26	21.21	KEEP	000579F
CMU000544F	CMU000067F	CMU000019F	48.95	53.36	KEEP	000580F
CMU000593F	-	-	-	-	KEEP	000581F
CMU000669F	CMU000010F	CMU000002F	16.02	32.07	KEEP	000582F
CMU000612F	CMU000142F	CMU000092F	26.69	28.06	KEEP	000583F
CMU000677F	CMU000019F	CMU000133F	11.04	11.71	KEEP	000584F
CMU000546F	CMU000806F	CMU000019F	42.47	153.94	KEEP	000585F
CMU000632F	-	-	-	-	KEEP	000586F
CMU000665F	-	-	-	-	KEEP	000587F
CMU000597F	CMU000250F	CMU000019F	59.57	65.85	KEEP	000588F
CMU000658F	-	-	-	-	KEEP	000589F
CMU000603F	CMU000002F	CMU000000F	5.62	10.82	KEEP	000590F
CMU000629F	CMU000019F	CMU000031F	2.02	3.13	KEEP	000591F
CMU000600F	CMU000199F	CMU000012F	11.36	27.79	KEEP	000592F
CMU000653F	-	-	-	-	KEEP	000593F
CMU000619F	-	-	-	-	KEEP	000594F
CMU000611F	CMU000021F	CMU000019F	2.17	3.91	KEEP	000595F
CMU000661F	-	-	-	-	KEEP	000596F
CMU000688F	-	-	-	-	KEEP	000597F
CMU000636F	-	-	-	-	KEEP	000598F
CMU000720F	CMU000199F	CMU000012F	29.24	59.16	KEEP	000599F
CMU000659F	-	-	-	-	KEEP	000600F
CMU000664F	CMU000109F	CMU000098F	47.43	157.12	KEEP	000601F
CMU000674F	CMU000012F	CMU000014F	17.40	52.43	KEEP	000602F
CMU000638F	-	-	-	-	KEEP	000603F
CMU000685F	CMU000012F	CMU000632F	50.62	89.22	KEEP	000604F
CMU000693F	-	-	-	-	KEEP	000605F
CMU000605F	-	-	-	-	KEEP	000606F
CMU000617F	CMU001012F	CMU000188F	4.63	14.13	KEEP	000607F
CMU000634F	-	-	-	-	KEEP	000608F
CMU000682F	CMU000058F	CMU000092F	20.64	20.70	KEEP	000609F
CMU000644F	CMU000019F	CMU000002F	7.55	15.75	KEEP	000610F
CMU000643F	-	-	-	-	KEEP	000611F
CMU000679F	-	-	-	-	KEEP	000612F
CMU000648F	-	-	-	-	KEEP	000613F
CMU000635F	CMU000832F	CMU000019F	25.90	26.33	KEEP	000614F
CMU000646F	-	-	-	-	KEEP	000615F
CMU000695F	CMU000153F	CMU000304F	44.52	45.28	KEEP	000616F
CMU000689F	CMU000014F	CMU000012F	44.16	93.92	KEEP	000617F
CMU000660F	CMU000641F	CMU000092F	33.61	40.01	KEEP	000618F
CMU000672F	-	-	-	-	KEEP	000619F
CMU000662F	-	-	-	-	KEEP	000620F
CMU000675F	CMU000012F	CMU000055F	17.26	47.58	KEEP	000621F
CMU000657F	CMU000012F	CMU000018F	38.59	90.99	KEEP	000622F
CMU000690F	CMU000100F	CMU000024F	23.14	23.37	KEEP	000623F
CMU000655F	-	-	-	-	KEEP	000624F
CMU000624F	CMU001268F	CMU000012F	24.77	46.38	KEEP	000625F
CMU000522F	CMU000000F	CMU000009F	5.65	8.51	KEEP	000626F
CMU000651F	CMU001182F	CMU000063F	52.12	61.54	KEEP	000627F
CMU000699F	CMU001133F	CMU000012F	25.42	59.81	KEEP	000628F
CMU000540F	CMU000134F	CMU000014F	11.73	18.07	KEEP	000629F
CMU000668F	-	-	-	-	KEEP	000630F
CMU000673F	CMU000226F	CMU000246F	37.24	37.24	KEEP	000631F
CMU000680F	CMU000227F	CMU000533F	27.46	55.54	KEEP	000632F
CMU000678F	CMU000127F	CMU000006F	31.48	38.95	KEEP	000633F
CMU000671F	-	-	-	-	KEEP	000634F
CMU000692F	CMU000358F	CMU000037F	64.83	65.99	KEEP	000635F
CMU000711F	CMU000215F	CMU000019F	30.90	32.15	KEEP	000636F
CMU000697F	-	-	-	-	KEEP	000637F
CMU000645F	CMU000012F	CMU000010F	19.51	38.33	KEEP	000638F
CMU000722F	CMU000704F	CMU000031F	38.10	43.05	KEEP	000639F
CMU000663F	-	-	-	-	KEEP	000640F
CMU000687F	-	-	-	-	KEEP	000641F
CMU000700F	CMU000018F	CMU000010F	16.74	37.09	KEEP	000642F
CMU000703F	CMU000526F	CMU000037F	19.75	20.99	KEEP	000643F
CMU000705F	-	-	-	-	KEEP	000644F
CMU000694F	-	-	-	-	KEEP	000645F
CMU000627F	CMU000571F	CMU000559F	46.09	82.36	KEEP	000646F
CMU000698F	-	-	-	-	KEEP	000647F
CMU000736F	CMU000548F	CMU000019F	32.72	146.61	KEEP	000648F
CMU000715F	CMU000056F	CMU000031F	19.30	24.18	KEEP	000649F
CMU000734F	CMU000413F	CMU000034F	38.88	134.98	KEEP	000650F
CMU000741F	CMU000168F	CMU000012F	40.72	78.28	KEEP	000651F
CMU000717F	-	-	-	-	KEEP	000652F
CMU000731F	CMU000389F	CMU000893F	52.92	69.67	KEEP	000653F
CMU000719F	-	-	-	-	KEEP	000654F
CMU000704F	CMU000785F	CMU000722F	34.97	62.71	KEEP	000655F
CMU000766F	CMU000012F	CMU000014F	23.81	68.92	KEEP	000656F
CMU000721F	CMU000044F	CMU000016F	57.46	58.69	KEEP	000657F
CMU000724F	CMU000230F	CMU000021F	8.95	11.75	KEEP	000658F
CMU000712F	-	-	-	-	KEEP	000659F
CMU000747F	-	-	-	-	KEEP	000660F
CMU000676F	-	-	-	-	KEEP	000661F
CMU000723F	-	-	-	-	KEEP	000662F
CMU000670F	-	-	-	-	KEEP	000663F
CMU000745F	-	-	-	-	KEEP	000664F
CMU000761F	-	-	-	-	KEEP	000665F
CMU000716F	-	-	-	-	KEEP	000666F
CMU000686F	-	-	-	-	KEEP	000667F
CMU000714F	CMU000622F	CMU000000F	65.36	83.57	KEEP	000668F
CMU000718F	CMU000893F	CMU000006F	8.88	11.14	KEEP	000669F
CMU000729F	-	-	-	-	KEEP	000670F
CMU000684F	-	-	-	-	KEEP	000671F
CMU000706F	CMU000000F	CMU000017F	5.34	9.56	KEEP	000672F
CMU000740F	CMU001089F	CMU000196F	65.32	86.45	KEEP	000673F
CMU000744F	-	-	-	-	KEEP	000674F
CMU000735F	-	-	-	-	KEEP	000675F
CMU000799F	CMU000705F	CMU000007F	5.61	9.60	KEEP	000676F
CMU000738F	CMU000034F	CMU000014F	29.96	58.90	KEEP	000677F
CMU000768F	-	-	-	-	KEEP	000678F
CMU000753F	-	-	-	-	KEEP	000679F
CMU000839F	CMU000143F	CMU000017F	23.44	37.25	KEEP	000680F
CMU000733F	CMU000012F	CMU000018F	43.28	120.58	KEEP	000681F
CMU000750F	CMU000012F	CMU000055F	43.26	86.71	KEEP	000682F
CMU000726F	-	-	-	-	KEEP	000683F
CMU000732F	CMU000031F	CMU000208F	67.82	79.52	KEEP	000684F
CMU000742F	-	-	-	-	KEEP	000685F
CMU000756F	CMU000277F	CMU000023F	66.90	87.51	KEEP	000686F
CMU000784F	CMU000056F	CMU001369F	44.62	60.98	KEEP	000688F
CMU000762F	CMU000292F	CMU001491F	4.68	25.98	KEEP	000689F
CMU000709F	-	-	-	-	KEEP	000690F
CMU000701F	CMU000437F	CMU001317F	33.91	59.01	KEEP	000691F
CMU000746F	-	-	-	-	KEEP	000692F
CMU000790F	CMU000478F	CMU000061F	12.03	12.44	KEEP	000693F
CMU000840F	-	-	-	-	KEEP	000694F
CMU000781F	-	-	-	-	KEEP	000695F
CMU000737F	CMU000012F	CMU000018F	12.21	29.79	KEEP	000696F
CMU000757F	CMU000579F	CMU000027F	28.40	31.42	KEEP	000697F
CMU000728F	-	-	-	-	KEEP	000698F
CMU000743F	-	-	-	-	KEEP	000699F
CMU000770F	-	-	-	-	KEEP	000700F
CMU000775F	-	-	-	-	KEEP	000701F
CMU000739F	-	-	-	-	KEEP	000702F
CMU000794F	CMU000014F	CMU000018F	31.51	39.36	KEEP	000703F
CMU000785F	CMU000704F	CMU000574F	32.31	65.48	KEEP	000704F
CMU000801F	CMU000024F	CMU000090F	39.68	43.07	KEEP	000705F
CMU000782F	CMU000137F	CMU000019F	36.99	57.63	KEEP	000706F
CMU000730F	CMU000012F	CMU002466F	22.55	47.45	KEEP	000707F
CMU000807F	-	-	-	-	KEEP	000708F
CMU000758F	CMU000019F	CMU000037F	0.93	3.32	KEEP	000709F
CMU000640F	-	-	-	-	KEEP	000710F
CMU000755F	-	-	-	-	KEEP	000711F
CMU000754F	CMU000012F	CMU000014F	36.11	94.56	KEEP	000712F
CMU000776F	CMU000019F	CMU000225F	27.16	31.21	KEEP	000713F
CMU000831F	-	-	-	-	KEEP	000714F
CMU000767F	CMU000328F	CMU000019F	9.12	30.39	KEEP	000715F
CMU000763F	-	-	-	-	KEEP	000716F
CMU000791F	CMU000019F	CMU000015F	1.70	2.90	KEEP	000717F
CMU000808F	-	-	-	-	KEEP	000718F
CMU000792F	CMU000510F	CMU000012F	22.44	42.83	KEEP	000719F
CMU000748F	CMU000626F	CMU000420F	19.25	83.79	KEEP	000720F
CMU000769F	-	-	-	-	KEEP	000721F
CMU000793F	-	-	-	-	KEEP	000722F
CMU000788F	CMU001203F	CMU001159F	22.72	54.71	KEEP	000723F
CMU000780F	-	-	-	-	KEEP	000724F
CMU000786F	-	-	-	-	KEEP	000725F
CMU000727F	CMU000578F	CMU000143F	55.42	61.57	KEEP	000726F
CMU000779F	CMU000091F	CMU000008F	53.54	72.09	KEEP	000727F
CMU000821F	-	-	-	-	KEEP	000728F
CMU000773F	-	-	-	-	KEEP	000729F
CMU000822F	CMU000007F	CMU000092F	2.30	2.46	KEEP	000730F
CMU000787F	-	-	-	-	KEEP	000731F
CMU000806F	CMU000546F	CMU001157F	58.60	130.91	KEEP	000732F
CMU000796F	-	-	-	-	KEEP	000733F
CMU000789F	-	-	-	-	KEEP	000734F
CMU000647F	CMU000012F	CMU000014F	18.08	35.43	KEEP	000735F
CMU000725F	CMU000000F	CMU000442F	17.68	27.36	KEEP	000736F
CMU000803F	-	-	-	-	KEEP	000737F
CMU000811F	CMU000025F	CMU000006F	1.21	3.04	KEEP	000738F
CMU000848F	CMU000014F	CMU000018F	18.41	36.39	KEEP	000739F
CMU000765F	CMU000877F	CMU000019F	57.05	99.70	KEEP	000740F
CMU000826F	CMU000012F	CMU000065F	48.16	118.77	KEEP	000741F
CMU000824F	CMU003353F	CMU003024F	3.22	205.81	KEEP	000742F
CMU000778F	CMU000015F	CMU000586F	9.66	20.17	KEEP	000743F
CMU000868F	-	-	-	-	KEEP	000744F
CMU000879F	CMU000012F	CMU000014F	25.36	64.04	KEEP	000745F
CMU000783F	-	-	-	-	KEEP	000746F
CMU000772F	CMU000570F	CMU000002F	39.22	60.66	KEEP	000747F
CMU000691F	-	-	-	-	KEEP	000748F
CMU000802F	-	-	-	-	KEEP	000749F
CMU000816F	-	-	-	-	KEEP	000750F
CMU000804F	-	-	-	-	KEEP	000751F
CMU000809F	CMU000012F	CMU000010F	17.91	32.71	KEEP	000752F
CMU000866F	CMU000012F	CMU000490F	50.65	130.10	KEEP	000753F
CMU000842F	-	-	-	-	KEEP	000754F
CMU000838F	CMU000628F	CMU000255F	17.48	34.16	KEEP	000755F
CMU000818F	CMU000586F	CMU000015F	10.33	16.94	KEEP	000756F
CMU000832F	CMU000112F	CMU000635F	48.49	50.47	KEEP	000757F
CMU000844F	-	-	-	-	KEEP	000758F
CMU000708F	CMU000356F	CMU000019F	26.22	66.07	KEEP	000759F
CMU000856F	CMU000357F	CMU000019F	45.35	76.84	KEEP	000760F
CMU000884F	CMU001123F	CMU000199F	53.36	53.63	KEEP	000761F
CMU000850F	CMU001349F	CMU000019F	45.12	150.62	KEEP	000762F
CMU000836F	CMU000012F	CMU000018F	24.30	82.09	KEEP	000763F
CMU000835F	-	-	-	-	KEEP	000764F
CMU000861F	CMU000012F	CMU000018F	38.78	120.74	KEEP	000765F
CMU000823F	CMU000012F	CMU000014F	27.22	77.79	KEEP	000766F
CMU000813F	CMU000496F	CMU000006F	10.89	11.29	KEEP	000767F
CMU000860F	CMU000020F	CMU000027F	34.33	52.68	KEEP	000768F
CMU000827F	CMU000019F	CMU000000F	5.84	14.73	KEEP	000769F
CMU000851F	CMU000002F	CMU000019F	3.32	8.81	KEEP	000770F
CMU000798F	-	-	-	-	KEEP	000771F
CMU000881F	-	-	-	-	KEEP	000772F
CMU000817F	CMU000009F	CMU000012F	8.68	24.04	KEEP	000773F
CMU000859F	CMU000579F	CMU000102F	54.85	58.30	KEEP	000774F
CMU000805F	CMU000370F	CMU000012F	19.21	63.87	KEEP	000775F
CMU000843F	CMU000012F	CMU001357F	13.19	23.49	KEEP	000776F
CMU000800F	-	-	-	-	KEEP	000777F
CMU000841F	CMU000055F	CMU000620F	63.26	75.78	KEEP	000778F
CMU000869F	CMU000012F	CMU000035F	34.32	81.14	KEEP	000779F
CMU000797F	CMU000064F	CMU000027F	19.57	37.54	KEEP	000780F
CMU000812F	CMU000014F	CMU000012F	26.45	93.10	KEEP	000781F
CMU000810F	-	-	-	-	KEEP	000782F
CMU000877F	CMU000765F	CMU000463F	45.33	120.30	KEEP	000783F
CMU000830F	CMU000019F	CMU000021F	2.84	6.62	KEEP	000784F
CMU000825F	-	-	-	-	KEEP	000785F
CMU000862F	-	-	-	-	KEEP	000786F
CMU000829F	-	-	-	-	KEEP	000787F
CMU000892F	-	-	-	-	KEEP	000788F
CMU000855F	CMU000065F	CMU000018F	35.52	89.65	KEEP	000789F
CMU000863F	-	-	-	-	KEEP	000790F
CMU001000F	CMU000028F	CMU001491F	43.36	56.83	KEEP	000791F
CMU000857F	-	-	-	-	KEEP	000792F
CMU000873F	CMU000300F	CMU000050F	69.68	75.60	KEEP	000793F
CMU000871F	CMU000012F	CMU000014F	27.53	63.98	KEEP	000794F
CMU000547F	CMU000019F	CMU000002F	5.42	7.51	KEEP	000795F
CMU000852F	CMU000313F	CMU000029F	29.16	34.66	KEEP	000796F
CMU000929F	CMU001032F	CMU000237F	47.95	48.09	KEEP	000797F
CMU000864F	CMU000012F	CMU000014F	35.73	345.88	KEEP	000798F
CMU000901F	CMU000608F	CMU000666F	41.72	43.48	KEEP	000799F
CMU000847F	CMU000297F	CMU000019F	41.86	86.14	KEEP	000800F
CMU000837F	-	-	-	-	KEEP	000801F
CMU000928F	-	-	-	-	KEEP	000802F
CMU000900F	CMU000012F	CMU000014F	65.81	504.79	KEEP	000803F
CMU000845F	-	-	-	-	KEEP	000804F
CMU000878F	CMU001872F	CMU000025F	27.88	28.09	KEEP	000805F
CMU000853F	-	-	-	-	KEEP	000806F
CMU000834F	-	-	-	-	KEEP	000807F
CMU000910F	-	-	-	-	KEEP	000808F
CMU000880F	-	-	-	-	KEEP	000809F
CMU000897F	-	-	-	-	KEEP	000810F
CMU000896F	-	-	-	-	KEEP	000811F
CMU000903F	CMU000012F	CMU000126F	13.91	37.90	KEEP	000812F
CMU000872F	-	-	-	-	KEEP	000813F
CMU000919F	CMU000027F	CMU000052F	18.00	18.68	KEEP	000814F
CMU000890F	-	-	-	-	KEEP	000815F
CMU000895F	-	-	-	-	KEEP	000816F
CMU000882F	-	-	-	-	KEEP	000817F
CMU000937F	CMU000012F	CMU000504F	62.08	116.64	KEEP	000818F
CMU000902F	-	-	-	-	KEEP	000819F
CMU000907F	-	-	-	-	KEEP	000820F
CMU000913F	CMU000012F	CMU001319F	33.20	79.88	KEEP	000821F
CMU001003F	CMU000037F	CMU000019F	15.18	72.20	KEEP	000822F
CMU000904F	CMU000020F	CMU000027F	0.97	1.75	KEEP	000823F
CMU000926F	CMU000012F	CMU000014F	21.18	59.94	KEEP	000824F
CMU000876F	-	-	-	-	KEEP	000825F
CMU000908F	-	-	-	-	KEEP	000826F
CMU000950F	CMU000019F	CMU000327F	6.40	6.92	KEEP	000827F
CMU000948F	-	-	-	-	KEEP	000828F
CMU000819F	-	-	-	-	KEEP	000829F
CMU000975F	CMU001138F	CMU000000F	16.94	34.68	KEEP	000830F
CMU000854F	CMU000057F	CMU000002F	23.58	29.82	KEEP	000831F
CMU000886F	-	-	-	-	KEEP	000832F
CMU000898F	-	-	-	-	KEEP	000833F
CMU000875F	-	-	-	-	KEEP	000834F
CMU000924F	CMU000002F	CMU000083F	3.63	8.05	KEEP	000835F
CMU000925F	-	-	-	-	KEEP	000836F
CMU000917F	-	-	-	-	KEEP	000837F
CMU000874F	-	-	-	-	KEEP	000838F
CMU000909F	CMU000092F	CMU000019F	3.54	5.36	KEEP	000839F
CMU000932F	CMU001817F	CMU000014F	15.37	24.10	KEEP	000840F
CMU000941F	CMU000335F	CMU000092F	30.89	30.93	KEEP	000841F
CMU000922F	CMU000019F	CMU000069F	11.72	12.41	KEEP	000842F
CMU000894F	-	-	-	-	KEEP	000843F
CMU000962F	CMU000897F	CMU000012F	30.22	51.56	KEEP	000844F
CMU000289F	-	-	-	-	KEEP	000845F
CMU000870F	-	-	-	-	KEEP	000846F
CMU000949F	-	-	-	-	KEEP	000847F
CMU000931F	-	-	-	-	KEEP	000848F
CMU000906F	-	-	-	-	KEEP	000849F
CMU000967F	CMU000019F	CMU000000F	6.67	12.78	KEEP	000850F
CMU000883F	CMU002037F	CMU000021F	18.17	22.00	KEEP	000851F
CMU000980F	-	-	-	-	KEEP	000852F
CMU000921F	CMU000126F	CMU000014F	60.21	3377.92	KEEP	000853F
CMU000958F	CMU000019F	CMU000111F	15.53	29.38	KEEP	000854F
CMU000939F	CMU000398F	CMU000015F	3.24	3.53	KEEP	000855F
CMU000952F	CMU000056F	CMU000073F	2.10	4.99	KEEP	000856F
CMU000935F	CMU000019F	CMU000056F	54.07	71.43	KEEP	000857F
CMU000943F	CMU000019F	CMU000021F	6.40	13.25	KEEP	000858F
CMU000954F	CMU000169F	CMU000030F	51.33	82.10	KEEP	000859F
CMU000933F	-	-	-	-	KEEP	000860F
CMU000927F	-	-	-	-	KEEP	000861F
CMU001032F	CMU000929F	CMU000328F	51.07	52.23	KEEP	000862F
CMU000891F	CMU000014F	CMU000012F	10.30	18.27	KEEP	000863F
CMU000956F	CMU002111F	CMU001829F	4.61	13.59	KEEP	000864F
CMU000912F	CMU000002F	CMU000012F	38.34	114.63	KEEP	000865F
CMU000893F	CMU000731F	CMU000718F	38.90	45.80	KEEP	000866F
CMU000959F	CMU000433F	CMU000028F	21.25	22.40	KEEP	000867F
CMU000938F	-	-	-	-	KEEP	000868F
CMU000911F	CMU000025F	CMU000092F	37.43	38.77	KEEP	000869F
CMU000947F	CMU000239F	CMU000047F	8.76	34.82	KEEP	000870F
CMU000914F	CMU000518F	CMU000010F	13.99	22.89	KEEP	000871F
CMU000963F	-	-	-	-	KEEP	000872F
CMU001014F	CMU000007F	CMU000210F	69.65	71.48	KEEP	000873F
CMU000940F	CMU000970F	CMU000021F	24.04	25.82	KEEP	000874F
CMU000953F	CMU000363F	CMU001215F	17.82	36.32	KEEP	000875F
CMU000936F	CMU000960F	CMU000014F	52.91	100.83	KEEP	000876F
CMU000930F	-	-	-	-	KEEP	000877F
CMU000965F	-	-	-	-	KEEP	000878F
CMU000944F	CMU000034F	CMU000002F	18.02	65.22	KEEP	000879F
CMU000858F	-	-	-	-	KEEP	000880F
CMU001004F	CMU000034F	CMU000012F	25.18	87.35	KEEP	000881F
CMU000923F	-	-	-	-	KEEP	000882F
CMU000961F	CMU000014F	CMU001083F	44.61	93.33	KEEP	000883F
CMU000979F	-	-	-	-	KEEP	000884F
CMU000957F	-	-	-	-	KEEP	000885F
