#reassigned_contig	top_hit_contig	second_hit_contig	best_match_coverage	max_match_coverage	reassignment
CMU001320F	-	-	-	-	KEEP
CMU001268F	CMU000624F	CMU000012F	56.46	129.37	KEEP
CMU001261F	-	-	-	-	KEEP
CMU001321F	CMU000616F	CMU000012F	69.75	85.99	KEEP
CMU001304F	CMU000012F	CMU000014F	59.89	155.85	KEEP
CMU001242F	-	-	-	-	KEEP
CMU001345F	CMU000000F	CMU000019F	14.15	18.13	KEEP
CMU001210F	-	-	-	-	KEEP
CMU001286F	CMU000012F	CMU000034F	26.28	76.11	KEEP
CMU001288F	CMU001573F	CMU000019F	32.24	37.02	KEEP
CMU001298F	CMU000012F	CMU000018F	54.57	131.33	KEEP
CMU001355F	CMU000331F	CMU002081F	24.18	44.03	KEEP
CMU001331F	-	-	-	-	KEEP
CMU001307F	-	-	-	-	KEEP
CMU001282F	CMU000163F	CMU000012F	35.04	641.09	KEEP
CMU001212F	-	-	-	-	KEEP
CMU001388F	CMU000018F	CMU000199F	66.20	165.13	KEEP
CMU001311F	-	-	-	-	KEEP
CMU001284F	CMU000012F	CMU002184F	34.08	52.46	KEEP
CMU001322F	CMU000199F	CMU000490F	34.78	68.85	KEEP
CMU001220F	-	-	-	-	KEEP
CMU001292F	-	-	-	-	KEEP
CMU001317F	CMU000437F	CMU000701F	52.17	469.71	KEEP
CMU001269F	CMU001102F	CMU000055F	34.77	66.36	KEEP
CMU001315F	-	-	-	-	KEEP
CMU001401F	CMU000007F	CMU000019F	4.44	10.37	KEEP
CMU001306F	-	-	-	-	KEEP
CMU001346F	CMU000037F	CMU000000F	20.98	56.88	KEEP
CMU001361F	CMU000012F	CMU000014F	31.17	76.19	KEEP
CMU001342F	CMU000081F	CMU000757F	21.89	22.00	KEEP
CMU001237F	-	-	-	-	KEEP
CMU001257F	CMU000012F	CMU000014F	62.04	106.43	KEEP
CMU001312F	CMU000019F	CMU000010F	4.31	6.84	KEEP
CMU001365F	CMU000034F	CMU000331F	15.75	20.49	KEEP
CMU001308F	CMU000015F	CMU000426F	32.14	70.26	KEEP
CMU001340F	CMU000019F	CMU001856F	68.53	139.95	KEEP
CMU001305F	CMU001147F	CMU000012F	51.81	122.43	KEEP
CMU001314F	CMU000019F	CMU000031F	3.19	7.13	KEEP
CMU001327F	CMU000010F	CMU000000F	35.05	77.37	KEEP
CMU001318F	-	-	-	-	KEEP
CMU001301F	CMU000015F	CMU000012F	13.32	28.55	KEEP
CMU001396F	CMU001045F	CMU000992F	36.76	39.58	KEEP
CMU001351F	CMU000195F	CMU000012F	44.85	88.08	KEEP
CMU000702F	CMU001060F	CMU000019F	31.66	43.31	KEEP
CMU001319F	CMU000913F	CMU000012F	57.14	128.44	KEEP
CMU001349F	CMU000850F	CMU000019F	29.26	85.50	KEEP
CMU001329F	-	-	-	-	KEEP
CMU001366F	CMU000012F	CMU000126F	15.17	43.50	KEEP
CMU001425F	CMU000012F	CMU000014F	56.13	177.75	KEEP
CMU001348F	-	-	-	-	KEEP
CMU001369F	CMU000784F	CMU000015F	58.84	71.05	KEEP
CMU001300F	CMU000054F	CMU000091F	47.52	53.61	KEEP
CMU001367F	CMU000420F	CMU000019F	45.83	128.42	KEEP
CMU001376F	CMU000012F	CMU000734F	48.29	104.21	KEEP
CMU001347F	-	-	-	-	KEEP
CMU001309F	CMU000134F	CMU000057F	27.09	51.30	KEEP
CMU001382F	-	-	-	-	KEEP
CMU001353F	CMU000019F	CMU000507F	6.30	6.88	KEEP
CMU001354F	CMU002802F	CMU000018F	37.70	54.61	KEEP
CMU001434F	CMU000128F	CMU001122F	52.64	54.33	KEEP
CMU001352F	CMU000002F	CMU000012F	23.98	97.36	KEEP
CMU001363F	CMU000012F	CMU000303F	25.42	83.13	KEEP
CMU001294F	CMU000620F	CMU000019F	16.81	19.35	KEEP
CMU001442F	CMU000134F	CMU001028F	0.45	5.69	KEEP
CMU001402F	CMU000741F	CMU000509F	37.82	55.86	KEEP
CMU001357F	CMU000843F	CMU000012F	62.51	170.25	KEEP
CMU001417F	-	-	-	-	KEEP
CMU001400F	CMU000019F	CMU000031F	3.23	8.75	KEEP
CMU001356F	CMU000012F	CMU001148F	32.63	73.07	KEEP
CMU001512F	CMU000098F	CMU000012F	16.95	33.09	KEEP
CMU001344F	-	-	-	-	KEEP
CMU001462F	CMU000199F	CMU000015F	6.52	11.81	KEEP
CMU001343F	CMU000981F	CMU000166F	48.87	84.14	KEEP
CMU001232F	-	-	-	-	KEEP
CMU001287F	CMU000012F	CMU000034F	22.12	47.34	KEEP
CMU001379F	CMU003374F	CMU001553F	6.07	6.08	KEEP
CMU001428F	CMU000433F	CMU000031F	13.26	13.95	KEEP
CMU001299F	-	-	-	-	KEEP
CMU001441F	CMU001011F	CMU000012F	42.63	92.66	KEEP
CMU001377F	-	-	-	-	KEEP
CMU001323F	-	-	-	-	KEEP
CMU001451F	CMU000130F	CMU000006F	15.39	18.99	KEEP
CMU001416F	CMU000016F	CMU000071F	18.70	18.94	KEEP
CMU001326F	CMU000113F	CMU000014F	14.59	30.12	KEEP
CMU001385F	CMU000763F	CMU001902F	18.21	33.71	KEEP
CMU001324F	-	-	-	-	KEEP
CMU001482F	CMU000114F	CMU000034F	42.31	54.91	KEEP
CMU001332F	CMU000012F	CMU000015F	52.41	130.41	KEEP
CMU001485F	CMU001283F	CMU000096F	41.37	113.42	KEEP
CMU001393F	CMU000144F	CMU000000F	39.62	135.56	KEEP
CMU001383F	-	-	-	-	KEEP
CMU001446F	CMU000052F	CMU000019F	39.33	44.78	KEEP
CMU001456F	CMU000012F	CMU000649F	55.38	119.98	KEEP
CMU001529F	CMU000268F	CMU000012F	41.55	94.10	KEEP
CMU001399F	CMU001184F	CMU000014F	23.41	41.01	KEEP
CMU001438F	CMU000056F	CMU000048F	13.02	28.00	KEEP
CMU001350F	-	-	-	-	KEEP
CMU001452F	-	-	-	-	KEEP
CMU001473F	CMU000114F	CMU000866F	46.30	58.68	KEEP
CMU001406F	CMU000012F	CMU000000F	45.80	214.44	KEEP
CMU001410F	-	-	-	-	KEEP
CMU001472F	CMU000012F	CMU000014F	64.85	227.27	KEEP
CMU001458F	-	-	-	-	KEEP
CMU001491F	CMU000022F	CMU000246F	34.46	173.08	KEEP
CMU001444F	CMU000793F	CMU000010F	29.08	36.24	KEEP
CMU001413F	CMU000012F	CMU000158F	21.02	95.74	KEEP
CMU001469F	-	-	-	-	KEEP
CMU001264F	CMU000012F	CMU000018F	36.31	160.42	KEEP
CMU001433F	-	-	-	-	KEEP
CMU001405F	CMU000738F	CMU000014F	42.73	90.66	KEEP
CMU001443F	CMU000034F	CMU000012F	60.43	125.76	KEEP
CMU001467F	CMU000117F	CMU000019F	19.51	20.92	KEEP
CMU001339F	CMU000292F	CMU000762F	3.37	20.41	KEEP
CMU001486F	CMU000216F	CMU000019F	66.31	67.16	KEEP
CMU001540F	CMU001503F	CMU000199F	67.15	71.98	KEEP
CMU001493F	CMU002081F	CMU000735F	62.21	72.63	KEEP
CMU001561F	CMU000519F	CMU000096F	16.94	17.55	KEEP
CMU001435F	-	-	-	-	KEEP
CMU001454F	-	-	-	-	KEEP
CMU001487F	CMU000431F	CMU000002F	76.29	103.74	KEEP
CMU001387F	CMU000010F	CMU000012F	69.58	156.87	KEEP
CMU001515F	CMU000116F	CMU000019F	64.53	128.36	KEEP
CMU001426F	CMU000018F	CMU000012F	35.30	121.59	KEEP
CMU001418F	-	-	-	-	KEEP
CMU001480F	CMU000149F	CMU000123F	16.87	34.04	KEEP
CMU001524F	-	-	-	-	KEEP
CMU001564F	CMU000177F	CMU000000F	10.21	13.95	KEEP
CMU001466F	-	-	-	-	KEEP
CMU001549F	-	-	-	-	KEEP
CMU001583F	CMU000012F	CMU000014F	33.66	70.38	KEEP
CMU001464F	-	-	-	-	KEEP
CMU001545F	CMU000070F	CMU000055F	34.30	217.19	KEEP
CMU001503F	CMU001540F	CMU000956F	61.69	67.24	KEEP
CMU001415F	-	-	-	-	KEEP
CMU001470F	-	-	-	-	KEEP
CMU001471F	CMU000509F	CMU000039F	8.81	10.11	KEEP
CMU001474F	-	-	-	-	KEEP
CMU001495F	-	-	-	-	KEEP
CMU001384F	CMU000012F	CMU000014F	26.04	74.69	KEEP
CMU001424F	CMU000012F	CMU000014F	54.08	164.48	KEEP
CMU000621F	CMU001033F	CMU000353F	51.34	51.88	KEEP
CMU001527F	CMU000014F	CMU000012F	56.94	125.68	KEEP
CMU001571F	CMU000012F	CMU001343F	65.34	111.57	KEEP
CMU001430F	-	-	-	-	KEEP
CMU001513F	-	-	-	-	KEEP
CMU001408F	CMU000014F	CMU000012F	26.41	62.33	KEEP
CMU001427F	CMU002193F	CMU000012F	47.28	61.06	KEEP
CMU001439F	CMU000104F	CMU000019F	33.33	149.23	KEEP
CMU001483F	CMU000967F	CMU000025F	99.20	145.79	KEEP
CMU001533F	CMU001005F	CMU000006F	10.76	10.86	KEEP
CMU001411F	CMU000121F	CMU000002F	36.18	78.73	KEEP
CMU001404F	CMU000012F	CMU000035F	34.03	122.48	KEEP
CMU001514F	CMU000134F	CMU001028F	6.57	35.45	KEEP
CMU001372F	CMU000585F	CMU000021F	18.54	21.56	KEEP
CMU001455F	CMU000113F	CMU000062F	53.56	120.43	KEEP
CMU001386F	CMU000014F	CMU000012F	33.31	85.54	KEEP
CMU001573F	CMU001288F	CMU000085F	61.64	66.81	KEEP
CMU001390F	CMU000019F	CMU001340F	15.63	23.29	KEEP
CMU001510F	-	-	-	-	KEEP
CMU001518F	CMU000458F	CMU000016F	54.80	57.01	KEEP
CMU001558F	CMU000325F	CMU000006F	45.45	63.13	KEEP
CMU001478F	-	-	-	-	KEEP
CMU001449F	-	-	-	-	KEEP
CMU001445F	-	-	-	-	KEEP
CMU001371F	-	-	-	-	KEEP
CMU001461F	CMU000500F	CMU000014F	35.65	66.43	KEEP
CMU001597F	-	-	-	-	KEEP
CMU001542F	CMU000012F	CMU001281F	35.50	55.55	KEEP
CMU001582F	-	-	-	-	KEEP
CMU001494F	-	-	-	-	KEEP
CMU001526F	CMU000076F	CMU000656F	45.57	56.70	KEEP
CMU001596F	CMU000622F	CMU000019F	38.82	62.73	KEEP
CMU001551F	CMU000037F	CMU000019F	2.76	11.83	KEEP
CMU001523F	-	-	-	-	KEEP
CMU001497F	-	-	-	-	KEEP
CMU001575F	-	-	-	-	KEEP
CMU001554F	CMU000420F	CMU000748F	69.35	309.26	KEEP
CMU001634F	-	-	-	-	KEEP
CMU001580F	CMU000014F	CMU000000F	10.85	23.76	KEEP
CMU001504F	-	-	-	-	KEEP
CMU001440F	CMU000012F	CMU000018F	20.96	34.23	KEEP
CMU001695F	CMU000089F	CMU000012F	56.01	190.40	KEEP
CMU001517F	-	-	-	-	KEEP
CMU001522F	-	-	-	-	KEEP
CMU001550F	CMU000199F	CMU000015F	23.47	34.69	KEEP
CMU001543F	-	-	-	-	KEEP
CMU001669F	CMU000012F	CMU001087F	16.62	26.47	KEEP
CMU001563F	CMU001241F	CMU000012F	62.13	210.45	KEEP
CMU001657F	CMU001857F	CMU000223F	27.14	27.45	KEEP
CMU001621F	CMU000096F	CMU000014F	48.96	135.72	KEEP
CMU001509F	-	-	-	-	KEEP
CMU001555F	-	-	-	-	KEEP
CMU001505F	-	-	-	-	KEEP
CMU001562F	-	-	-	-	KEEP
CMU001556F	CMU000012F	CMU000034F	46.28	170.61	KEEP
CMU001622F	CMU000251F	CMU000009F	59.84	141.03	KEEP
CMU001569F	-	-	-	-	KEEP
CMU001572F	-	-	-	-	KEEP
CMU001699F	CMU001206F	CMU000010F	69.56	79.17	KEEP
CMU001535F	-	-	-	-	KEEP
CMU001588F	CMU000043F	CMU000189F	64.35	76.67	KEEP
CMU001577F	CMU001285F	CMU000012F	61.25	145.31	KEEP
CMU000482F	CMU001116F	CMU000012F	39.77	87.84	KEEP
CMU001490F	-	-	-	-	KEEP
CMU001553F	CMU003374F	CMU001379F	6.72	6.72	KEEP
CMU001587F	CMU000646F	CMU000014F	59.08	148.92	KEEP
CMU001578F	CMU000012F	CMU000041F	64.63	149.44	KEEP
CMU001689F	CMU000038F	CMU000056F	52.77	58.05	KEEP
CMU001520F	-	-	-	-	KEEP
CMU001492F	CMU000371F	CMU000017F	67.38	85.97	KEEP
CMU001633F	-	-	-	-	KEEP
CMU001675F	CMU000350F	CMU000019F	43.16	55.24	KEEP
CMU001607F	-	-	-	-	KEEP
CMU001608F	CMU000139F	CMU000648F	23.11	29.37	KEEP
CMU001643F	CMU000012F	CMU000010F	51.13	123.91	KEEP
CMU001619F	CMU000019F	CMU000011F	4.44	7.72	KEEP
CMU001642F	CMU000012F	CMU000010F	23.01	54.71	KEEP
CMU001511F	-	-	-	-	KEEP
CMU001585F	CMU000012F	CMU000002F	61.46	268.77	KEEP
CMU001707F	CMU000895F	CMU000398F	65.15	402.01	KEEP
CMU001681F	-	-	-	-	KEEP
CMU001661F	CMU000012F	CMU000014F	66.89	247.73	KEEP
CMU001613F	-	-	-	-	KEEP
CMU001742F	CMU000014F	CMU001095F	49.34	109.07	KEEP
CMU001713F	-	-	-	-	KEEP
CMU001612F	-	-	-	-	KEEP
CMU001618F	CMU000311F	CMU000012F	51.39	88.37	KEEP
CMU001606F	-	-	-	-	KEEP
CMU001594F	CMU000018F	CMU000065F	54.54	194.43	KEEP
CMU001673F	-	-	-	-	KEEP
CMU001701F	CMU000958F	CMU000018F	55.85	57.47	KEEP
CMU001052F	-	-	-	-	KEEP
CMU001593F	CMU000007F	CMU000018F	14.19	35.07	KEEP
CMU001591F	-	-	-	-	KEEP
CMU001620F	CMU000669F	CMU000000F	25.51	48.08	KEEP
CMU001641F	-	-	-	-	KEEP
CMU001629F	-	-	-	-	KEEP
CMU001655F	CMU000376F	CMU000034F	60.81	79.96	KEEP
CMU001666F	CMU000077F	CMU000037F	31.09	60.89	KEEP
CMU001716F	CMU000734F	CMU000144F	16.08	19.66	KEEP
CMU001614F	CMU000242F	CMU000012F	42.09	46.12	KEEP
CMU001637F	CMU000507F	CMU000019F	51.88	52.54	KEEP
CMU001672F	CMU000146F	CMU000327F	41.98	42.36	KEEP
CMU001624F	CMU000478F	CMU000019F	45.88	50.24	KEEP
CMU001639F	CMU000000F	CMU000034F	7.82	16.05	KEEP
CMU001723F	CMU000932F	CMU000012F	60.13	122.38	KEEP
CMU001678F	-	-	-	-	KEEP
CMU001833F	CMU000065F	CMU000160F	46.57	123.58	KEEP
CMU001685F	-	-	-	-	KEEP
CMU001541F	-	-	-	-	KEEP
CMU001698F	CMU000012F	CMU000010F	53.71	88.49	KEEP
CMU001690F	-	-	-	-	KEEP
CMU001720F	CMU002106F	CMU000574F	68.68	68.70	KEEP
CMU001680F	CMU000540F	CMU000126F	15.56	30.02	KEEP
CMU001825F	CMU000014F	CMU000018F	23.50	77.48	KEEP
CMU001686F	CMU001644F	CMU000015F	52.30	76.12	KEEP
CMU001644F	-	-	-	-	KEEP
CMU001645F	-	-	-	-	KEEP
CMU001623F	-	-	-	-	KEEP
CMU001768F	CMU000012F	CMU000065F	73.34	122.71	KEEP
CMU001747F	CMU001006F	CMU000091F	62.64	66.39	KEEP
CMU001724F	CMU000012F	CMU001177F	66.38	121.85	KEEP
CMU001781F	CMU001320F	CMU001183F	61.46	190.62	KEEP
CMU001726F	CMU000350F	CMU000607F	10.71	11.07	KEEP
CMU001817F	CMU002771F	CMU000932F	22.06	22.76	KEEP
CMU001368F	CMU000119F	CMU000012F	49.94	89.40	KEEP
CMU001722F	CMU000324F	CMU000586F	30.70	98.34	KEEP
CMU001684F	-	-	-	-	KEEP
CMU001786F	CMU000012F	CMU000014F	16.94	61.67	KEEP
CMU001741F	CMU000034F	CMU000012F	26.37	43.03	KEEP
CMU001710F	CMU000983F	CMU000018F	64.69	383.09	KEEP
CMU001862F	CMU000380F	CMU000060F	42.57	42.85	KEEP
CMU001778F	CMU000012F	CMU000188F	29.57	84.70	KEEP
CMU001759F	-	-	-	-	KEEP
CMU000625F	CMU000019F	CMU000566F	23.05	27.94	KEEP
CMU000637F	CMU000019F	CMU000441F	52.18	58.08	KEEP
CMU001754F	CMU000969F	CMU000014F	59.86	133.79	KEEP
CMU001667F	-	-	-	-	KEEP
CMU001688F	-	-	-	-	KEEP
CMU001897F	CMU000134F	CMU001022F	68.20	69.36	KEEP
CMU001721F	CMU000014F	CMU000145F	4.45	8.32	KEEP
CMU001702F	CMU000734F	CMU000014F	62.94	111.42	KEEP
CMU001738F	CMU001137F	CMU000012F	56.43	74.85	KEEP
CMU001788F	-	-	-	-	KEEP
CMU001728F	-	-	-	-	KEEP
CMU001821F	CMU000389F	CMU000032F	100.00	105.57	KEEP
CMU001864F	CMU000956F	CMU002111F	4.32	17.53	KEEP
CMU001727F	CMU000586F	CMU002323F	55.00	67.58	KEEP
CMU001854F	CMU000011F	CMU000019F	42.31	44.77	KEEP
CMU001589F	-	-	-	-	KEEP
CMU001805F	CMU000120F	CMU000463F	41.96	41.96	KEEP
CMU001770F	CMU000073F	CMU000000F	23.45	76.27	KEEP
CMU001867F	CMU002645F	CMU000034F	25.21	59.75	KEEP
CMU001753F	CMU000034F	CMU000002F	32.26	73.94	KEEP
CMU001610F	CMU000034F	CMU000014F	63.78	216.56	KEEP
CMU001752F	CMU000143F	CMU001350F	20.13	227.22	KEEP
CMU001733F	-	-	-	-	KEEP
CMU001763F	-	-	-	-	KEEP
CMU001762F	-	-	-	-	KEEP
CMU001780F	CMU000012F	CMU000208F	6.13	20.34	KEEP
CMU001709F	-	-	-	-	KEEP
CMU001856F	CMU001340F	CMU000019F	44.55	83.61	KEEP
CMU001735F	-	-	-	-	KEEP
CMU001772F	-	-	-	-	KEEP
CMU001626F	-	-	-	-	KEEP
CMU001705F	-	-	-	-	KEEP
CMU001604F	-	-	-	-	KEEP
CMU001745F	CMU000012F	CMU000041F	70.59	169.76	KEEP
CMU001068F	CMU000000F	CMU000015F	6.83	16.66	KEEP
CMU001863F	CMU000794F	CMU000000F	38.96	42.67	KEEP
CMU001552F	-	-	-	-	KEEP
CMU001888F	CMU000896F	CMU000012F	57.15	88.15	KEEP
CMU001775F	CMU000012F	CMU000239F	53.52	117.76	KEEP
CMU001760F	CMU001150F	CMU002871F	68.58	83.89	KEEP
CMU001853F	CMU000733F	CMU000012F	67.36	253.69	KEEP
CMU001758F	CMU000018F	CMU000012F	5.65	32.80	KEEP
CMU001798F	CMU000675F	CMU000014F	46.68	94.99	KEEP
CMU001756F	CMU000012F	CMU000014F	56.96	150.55	KEEP
CMU001827F	-	-	-	-	KEEP
CMU001739F	-	-	-	-	KEEP
CMU001875F	CMU000336F	CMU000010F	61.68	82.76	KEEP
CMU001792F	CMU001103F	CMU000017F	61.97	107.30	KEEP
CMU002143F	CMU000585F	CMU000019F	66.38	105.73	KEEP
CMU001978F	CMU000396F	CMU000019F	55.86	65.13	KEEP
CMU001877F	CMU000063F	CMU000019F	62.67	170.71	KEEP
CMU001963F	CMU000019F	CMU000092F	41.91	50.87	KEEP
CMU001617F	CMU000014F	CMU000498F	47.56	116.68	KEEP
CMU001773F	CMU000113F	CMU000012F	40.82	114.89	KEEP
CMU000683F	CMU000019F	CMU000656F	38.75	41.02	KEEP
CMU001794F	CMU000010F	CMU000034F	5.79	16.62	KEEP
CMU002033F	CMU000932F	CMU000014F	54.01	60.37	KEEP
CMU001789F	-	-	-	-	KEEP
CMU001746F	-	-	-	-	KEEP
CMU001857F	CMU000554F	CMU001644F	5.97	27.36	KEEP
CMU001767F	-	-	-	-	KEEP
CMU001831F	CMU002785F	CMU000129F	18.11	265.75	KEEP
CMU001902F	CMU002513F	CMU001385F	4.28	6.45	KEEP
CMU001796F	CMU000264F	CMU000096F	63.69	203.34	KEEP
CMU001943F	CMU000065F	CMU000015F	14.76	34.37	KEEP
CMU001973F	CMU000012F	CMU000014F	31.32	93.12	KEEP
CMU001804F	CMU000015F	CMU000018F	37.94	130.08	KEEP
CMU001820F	-	-	-	-	KEEP
CMU001185F	CMU000014F	CMU000561F	69.79	420.87	KEEP
CMU001859F	CMU000014F	CMU000012F	52.43	117.29	KEEP
CMU001880F	CMU000015F	CMU000700F	21.99	32.29	KEEP
CMU001915F	-	-	-	-	KEEP
CMU001861F	-	-	-	-	KEEP
CMU001765F	-	-	-	-	KEEP
CMU001829F	-	-	-	-	KEEP
CMU001835F	CMU000109F	CMU000398F	50.31	53.28	KEEP
CMU001971F	CMU000116F	CMU000019F	37.77	129.44	KEEP
CMU001886F	-	-	-	-	KEEP
CMU001807F	CMU000088F	CMU000126F	2.05	11.15	KEEP
CMU001711F	-	-	-	-	KEEP
CMU001799F	-	-	-	-	KEEP
CMU001879F	CMU003353F	CMU003024F	24.07	68.29	KEEP
CMU002094F	CMU000100F	CMU000784F	21.65	115.51	KEEP
CMU001842F	CMU000012F	CMU000010F	47.75	76.25	KEEP
CMU001836F	CMU002081F	CMU000012F	53.33	160.15	KEEP
CMU001962F	-	-	-	-	KEEP
CMU001868F	CMU000012F	CMU000009F	53.82	104.61	KEEP
CMU001847F	-	-	-	-	KEEP
CMU001876F	-	-	-	-	KEEP
CMU001916F	-	-	-	-	KEEP
CMU001918F	CMU000000F	CMU000012F	21.78	128.51	KEEP
CMU002106F	CMU001720F	CMU000852F	67.16	73.52	KEEP
CMU001917F	CMU000014F	CMU000243F	34.58	143.80	KEEP
CMU002012F	-	-	-	-	KEEP
CMU001852F	-	-	-	-	KEEP
CMU001920F	-	-	-	-	KEEP
CMU002222F	CMU000007F	CMU000010F	99.78	178.88	KEEP
CMU002045F	CMU000012F	CMU000055F	21.72	95.33	KEEP
CMU001903F	-	-	-	-	KEEP
CMU001933F	CMU000862F	CMU000014F	29.37	52.33	KEEP
CMU001905F	CMU000169F	CMU001139F	33.58	40.15	KEEP
CMU001907F	CMU000089F	CMU000035F	42.42	165.67	KEEP
CMU001813F	-	-	-	-	KEEP
CMU002004F	CMU000034F	CMU000010F	35.13	98.43	KEEP
CMU001872F	CMU000878F	CMU000092F	68.60	68.77	KEEP
CMU001832F	-	-	-	-	KEEP
CMU002081F	CMU000982F	CMU000468F	8.67	13.48	KEEP
CMU001947F	CMU000010F	CMU000346F	25.67	53.37	KEEP
CMU001913F	CMU001644F	CMU000490F	3.50	28.28	KEEP
CMU001995F	CMU000015F	CMU000118F	67.46	123.10	KEEP
CMU001878F	-	-	-	-	KEEP
CMU002048F	CMU000074F	CMU001645F	8.01	34.62	KEEP
CMU001898F	-	-	-	-	KEEP
CMU001887F	CMU000017F	CMU000019F	12.59	34.41	KEEP
CMU001983F	CMU000015F	CMU000395F	0.00	0.00	KEEP
CMU002065F	CMU000601F	CMU000134F	43.55	50.10	KEEP
CMU002029F	-	-	-	-	KEEP
CMU001944F	CMU000237F	CMU000001F	20.70	21.89	KEEP
CMU001911F	CMU000211F	CMU000018F	50.86	134.06	KEEP
CMU001992F	-	-	-	-	KEEP
CMU001932F	CMU000012F	CMU000126F	49.90	116.41	KEEP
CMU001891F	-	-	-	-	KEEP
CMU001914F	CMU000075F	CMU000014F	53.80	144.58	KEEP
CMU001926F	CMU000341F	CMU000092F	15.69	15.80	KEEP
CMU001885F	CMU000527F	CMU000188F	31.17	41.28	KEEP
CMU001783F	-	-	-	-	KEEP
CMU001993F	-	-	-	-	KEEP
CMU001811F	CMU000199F	CMU000490F	34.19	138.95	KEEP
CMU002034F	CMU001246F	CMU000447F	55.76	77.05	KEEP
CMU001934F	CMU000733F	CMU000012F	42.03	75.03	KEEP
CMU001937F	CMU000065F	CMU000014F	60.48	263.23	KEEP
CMU001908F	-	-	-	-	KEEP
CMU002134F	CMU000296F	CMU000012F	65.75	98.75	KEEP
CMU001839F	-	-	-	-	KEEP
CMU001785F	-	-	-	-	KEEP
CMU002116F	CMU000234F	CMU000073F	52.67	84.44	KEEP
CMU001958F	CMU000034F	CMU000114F	33.76	177.49	KEEP
CMU002078F	CMU000216F	CMU000125F	7.82	26.17	KEEP
CMU001968F	CMU002978F	CMU003197F	0.87	6.34	KEEP
CMU001987F	CMU001112F	CMU000983F	69.59	86.37	KEEP
CMU001952F	CMU000000F	CMU002353F	53.17	63.40	KEEP
CMU002154F	CMU001022F	CMU000380F	65.95	102.15	KEEP
CMU002014F	CMU000073F	CMU000000F	54.82	64.82	KEEP
CMU002194F	CMU000398F	CMU000728F	68.14	233.26	KEEP
CMU002039F	-	-	-	-	KEEP
CMU001961F	CMU000327F	CMU000398F	59.08	267.47	KEEP
CMU001951F	CMU000468F	CMU000015F	28.34	55.85	KEEP
CMU001964F	-	-	-	-	KEEP
CMU001960F	CMU000746F	CMU002352F	0.86	0.86	KEEP
CMU002165F	CMU001014F	CMU000019F	53.64	54.44	KEEP
CMU002105F	CMU000177F	CMU000000F	68.26	107.36	KEEP
CMU002044F	CMU000398F	CMU000508F	19.79	24.89	KEEP
CMU001972F	CMU000012F	CMU000154F	28.82	44.81	KEEP
CMU002141F	CMU000026F	CMU001008F	50.75	65.68	KEEP
CMU002001F	CMU000018F	CMU000000F	64.23	109.35	KEEP
CMU002008F	CMU000019F	CMU000000F	12.90	21.78	KEEP
CMU002020F	CMU001985F	CMU003002F	37.12	38.97	KEEP
CMU002057F	-	-	-	-	KEEP
CMU001790F	-	-	-	-	KEEP
CMU001985F	CMU002020F	CMU000423F	12.01	21.27	KEEP
CMU002005F	CMU000018F	CMU000917F	21.39	41.41	KEEP
CMU001997F	CMU000354F	CMU000238F	36.22	52.42	KEEP
CMU001979F	-	-	-	-	KEEP
CMU002187F	CMU000034F	CMU000018F	56.65	224.42	KEEP
CMU002027F	CMU001542F	CMU000014F	36.46	39.58	KEEP
CMU002002F	CMU000399F	CMU000532F	26.00	40.01	KEEP
CMU001176F	CMU000956F	CMU001145F	67.74	77.65	KEEP
CMU002086F	CMU000900F	CMU000956F	44.35	62.71	KEEP
CMU002016F	CMU000019F	CMU000014F	23.17	27.14	KEEP
CMU002175F	CMU000623F	CMU000956F	55.72	71.18	KEEP
CMU001850F	-	-	-	-	KEEP
CMU002079F	CMU000017F	CMU000019F	99.93	252.62	KEEP
CMU002037F	CMU000883F	CMU000025F	46.32	52.76	KEEP
CMU002104F	-	-	-	-	KEEP
CMU002022F	CMU000166F	CMU000096F	52.98	164.25	KEEP
CMU002123F	CMU000560F	CMU000065F	32.41	47.75	KEEP
CMU002017F	CMU000338F	CMU000499F	68.02	555.93	KEEP
CMU002061F	CMU000675F	CMU000074F	33.92	63.21	KEEP
CMU001330F	CMU000119F	CMU000012F	29.28	82.74	KEEP
CMU001939F	CMU000035F	CMU000014F	99.97	195.70	KEEP
CMU002063F	-	-	-	-	KEEP
CMU002121F	-	-	-	-	KEEP
CMU002046F	-	-	-	-	KEEP
CMU001936F	-	-	-	-	KEEP
CMU002075F	CMU000096F	CMU000018F	12.07	24.43	KEEP
CMU002076F	-	-	-	-	KEEP
CMU002058F	CMU000012F	CMU001512F	53.53	152.15	KEEP
CMU002183F	CMU000012F	CMU000002F	36.86	127.21	KEEP
CMU002101F	-	-	-	-	KEEP
CMU002053F	-	-	-	-	KEEP
CMU002270F	CMU000200F	CMU001101F	33.76	67.49	KEEP
CMU002348F	CMU000126F	CMU000144F	49.86	71.17	KEEP
CMU002256F	CMU000002F	CMU000070F	58.62	130.85	KEEP
CMU002083F	CMU000199F	CMU000012F	62.85	322.30	KEEP
CMU002093F	CMU000015F	CMU000586F	26.96	51.66	KEEP
CMU002071F	-	-	-	-	KEEP
CMU002248F	CMU000134F	CMU001442F	1.33	25.39	KEEP
CMU002129F	-	-	-	-	KEEP
CMU002073F	-	-	-	-	KEEP
CMU001931F	CMU000238F	CMU000014F	11.66	26.41	KEEP
CMU002353F	CMU000000F	CMU001952F	49.82	54.26	KEEP
